Epoch,ACC_Train,LOSS_Train,ACC_Test,LOSS_test 
1,0.7974,0.2433,0.792,0.2093 
2,0.7974,0.2032,0.792,0.2082 
3,0.7974,0.2027,0.792,0.2081 
4,0.7974,0.2027,0.792,0.208 
5,0.7974,0.2027,0.792,0.208 
6,0.7974,0.2026,0.792,0.208 
7,0.7974,0.2026,0.792,0.208 
8,0.7974,0.2026,0.792,0.208 
9,0.7974,0.2026,0.792,0.208 
10,0.7974,0.2026,0.792,0.208 
11,0.7974,0.2026,0.792,0.208 
12,0.7974,0.2026,0.792,0.208 
13,0.7974,0.2026,0.792,0.208 
14,0.7974,0.2026,0.792,0.208 
15,0.7974,0.2026,0.792,0.208 
