Epoch,ACC_Train,LOSS_Train,ACC_Test,LOSS_test 
1,0.7695,0.5616,0.792,0.5172 
2,0.7974,0.5041,0.792,0.5136 
3,0.7974,0.5017,0.792,0.5125 
4,0.7974,0.5004,0.792,0.5108 
5,0.7974,0.4989,0.792,0.5097 
6,0.7974,0.4976,0.792,0.5083 
7,0.7974,0.4963,0.792,0.507 
8,0.7974,0.495,0.792,0.5061 
9,0.7974,0.4937,0.792,0.5048 
10,0.7974,0.4921,0.792,0.5034 
11,0.7974,0.491,0.792,0.5021 
12,0.7974,0.4896,0.792,0.5011 
13,0.7974,0.4883,0.792,0.4997 
14,0.7974,0.487,0.792,0.4984 
15,0.7974,0.4857,0.792,0.497 
