Epoch,ACC_Train,LOSS_Train,ACC_Test,LOSS_test 
1,0.7744,0.1951,0.792,0.1641 
2,0.7974,0.158,0.792,0.1585 
3,0.798,0.1526,0.791,0.1555 
4,0.7993,0.15,0.792,0.1542 
5,0.8006,0.1486,0.7945,0.1517 
6,0.8006,0.1473,0.7915,0.1499 
7,0.8005,0.1461,0.7965,0.1494 
8,0.8027,0.1451,0.793,0.1469 
9,0.8031,0.1438,0.797,0.1457 
10,0.8036,0.1423,0.7975,0.145 
11,0.8069,0.141,0.801,0.1415 
12,0.8091,0.1396,0.804,0.14 
13,0.8117,0.1385,0.803,0.1388 
14,0.8144,0.1375,0.802,0.1384 
15,0.8142,0.1372,0.807,0.1371 
