Epoch,ACC_Train,LOSS_Train,ACC_Test,LOSS_test 
1,0.7946,0.505,0.792,0.479 
2,0.7994,0.4627,0.796,0.458 
3,0.8056,0.451,0.801,0.4448 
4,0.8124,0.4432,0.8,0.4382 
5,0.8136,0.4379,0.8025,0.4362 
6,0.8125,0.4334,0.8045,0.4298 
7,0.8155,0.4292,0.805,0.4279 
8,0.8176,0.4248,0.812,0.4256 
9,0.822,0.4209,0.812,0.4281 
10,0.8263,0.4152,0.8135,0.4232 
11,0.8307,0.4087,0.82,0.4135 
12,0.832,0.4,0.826,0.4025 
13,0.836,0.3919,0.8325,0.3971 
14,0.8421,0.3815,0.8385,0.3874 
15,0.8486,0.3726,0.8435,0.3717 
