Epoch,ACC_Train,LOSS_Train,ACC_Test,LOSS_test 
1,0.7868,0.4946,0.7925,0.4703 
2,0.8006,0.4577,0.799,0.4505 
3,0.8117,0.4416,0.809,0.4327 
4,0.8149,0.4272,0.81,0.4223 
5,0.8281,0.409,0.8345,0.3977 
6,0.8385,0.3885,0.8295,0.3858 
7,0.849,0.3694,0.852,0.3766 
8,0.8522,0.3623,0.8465,0.371 
9,0.8544,0.3557,0.851,0.3506 
10,0.8543,0.3525,0.854,0.3492 
11,0.8564,0.3484,0.86,0.345 
12,0.8561,0.3465,0.852,0.3487 
13,0.8591,0.344,0.849,0.3504 
14,0.8591,0.3424,0.8565,0.3508 
15,0.8615,0.339,0.853,0.345 
